timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
500000,500000,1311004,1311004,-6.297516e-06,-2.2369038e-06,2.863539e-06,2.5771078e-05,-3.0794333e-06,-0.03915478,4000,4000,0,0
1000000,1000000,1311004,1311004,2.8546574e-06,3.361131e-06,3.7913583e-07,-0.00010682062,-3.261263e-05,-0.039349075,4000,4000,0,0
1500000,1500000,1311004,1311004,2.1389399e-06,-3.0067864e-07,1.7251685e-06,3.330579e-05,3.0040404e-05,-0.04914975,5000,5000,0,0
2000000,2000000,1311004,1311004,5.977788e-06,4.5677284e-06,1.3926161e-06,1.8039991e-05,6.933359e-05,-0.039237324,4000,4000,0,0
2501000,2501000,1311004,1311004,-6.1106516e-06,1.0621573e-06,-2.8451113e-08,-1.2924509e-06,-1.4649993e-05,-0.04874933,5000,5000,0,0
3000000,3000000,1311004,1311004,1.6181498e-06,1.70076e-06,5.841896e-07,-4.8143076e-05,3.678925e-05,-0.03923745,4000,4000,0,0
3500000,3500000,1311004,1311004,1.2432631e-06,5.994831e-06,-5.123552e-07,6.092e-06,-3.125466e-05,-0.049378265,5000,5000,0,0
4003000,4003000,1311004,1311004,5.4202665e-06,-2.4302149e-06,4.6108103e-06,9.982186e-05,-7.2928665e-06,-0.0686554,7000,7000,0,0
4500000,4496000,1311004,1311004,-4.441261e-06,3.0718067e-07,5.340481e-06,-2.7813481e-05,-4.2755737e-06,-0.038934633,4000,4000,0,0
5000000,4996000,1311004,1311004,-7.182968e-07,1.0448281e-06,1.150902e-05,-0.00012857208,8.6204636e-05,-0.0781645,8000,8000,0,0
5500000,5496000,1311004,1311004,-2.7164604e-06,1.1671347e-06,-3.8049882e-06,6.3462016e-05,6.7933513e-07,-0.03919037,4000,4000,0,0
6000000,5996000,1311004,1311004,2.3903694e-06,-4.343241e-06,4.9003725e-06,6.909288e-05,0.000115325136,-0.039280657,4000,4000,0,0
6500000,6496000,1311004,1311004,-6.261008e-06,-1.723065e-06,-2.5908446e-06,0.0001365879,3.8318787e-05,-0.039030775,4000,4000,0,0
7003000,6999000,1311004,1311004,-1.3909851e-06,1.9409129e-06,2.3683951e-06,0.00012744495,-2.6268248e-05,-0.039107185,4000,4000,0,0
7503000,7499000,1311004,1311004,7.420684e-06,6.0791585e-06,1.7811293e-06,-8.8688415e-05,3.1264342e-06,-0.03932313,4000,4000,0,0
8000000,7996000,1311004,1311004,1.5846401e-06,1.9258537e-06,7.502323e-07,-3.209018e-05,3.9224527e-05,-0.04916455,5000,5000,0,0
8503000,8498000,1311004,1311004,1.5463642e-07,1.0338985e-06,2.391591e-06,4.018279e-06,7.3294664e-06,-0.019529263,2000,2000,0,0
9000000,8996000,1311004,1311004,-7.3484654e-07,5.5878113e-06,-3.9749466e-06,-6.420698e-05,3.9576324e-05,-0.03930831,4000,4000,0,0
9503000,9498000,1311004,1311004,1.0830366e-08,1.5657329e-06,2.8352298e-07,-3.1302265e-05,-5.570543e-06,-0.019663934,2000,2000,0,0
10004000,9999000,1311004,1311004,4.016692e-06,2.5232084e-06,-3.927323e-06,-8.786894e-06,-0.00012995202,-0.039390955,4000,4000,0,0
10503000,10498000,1311004,1311004,-1.6785865e-06,-1.3006517e-06,2.470556e-06,-9.553258e-06,-0.00010833067,-0.029395217,3000,3000,0,0
11004000,10997000,1311004,1311004,-3.7096631e-06,-3.202706e-06,8.241839e-07,-0.00012405074,8.068271e-05,-0.04903921,5000,5000,0,0
11500000,11493000,1311004,1311004,1.3898968e-05,6.993574e-07,-8.313411e-06,-5.5750108e-05,0.000105449166,-0.09801421,10000,10000,0,0
12003000,11999000,1311004,1311004,-1.2588058e-06,-1.0790808e-06,6.3710436e-06,3.2324242e-05,7.912942e-05,-0.068715446,7000,7000,0,0
12503000,12499000,1311004,1311004,1.9581696e-06,-3.5278467e-07,-5.9894146e-06,-6.9167356e-05,-0.00013044076,-0.039131556,4000,4000,0,0
13003000,12999000,1311004,1311004,5.5681617e-06,3.7743582e-06,1.976293e-06,2.6593367e-05,-2.8561015e-05,-0.039408576,4000,4000,0,0
13504000,13499000,1311004,1311004,-3.2501778e-06,2.3351402e-07,1.0024518e-06,-0.00011062019,-6.818129e-05,-0.03935563,4000,4000,0,0
14008000,13999000,1311004,1311004,1.248996e-06,-3.6084273e-07,-4.175418e-07,-8.004096e-05,1.4275207e-05,-0.029559348,3000,3000,0,0
14503000,14499000,1311004,1311004,3.2126031e-06,7.6261886e-06,-2.863198e-06,-7.2387775e-05,9.272039e-05,-0.03953994,4000,4000,0,0
14999000,14995000,1311004,1311004,7.6315433e-07,-3.681016e-06,2.560447e-06,6.041558e-05,6.707206e-05,-0.029305778,3000,3000,0,0
15500000,15496000,1311004,1311004,-5.6259737e-06,3.7083607e-06,-2.4874755e-06,-3.864953e-05,8.109028e-05,-0.039223734,4000,4000,0,0
16003000,15999000,1311004,1311004,8.9763864e-07,1.8605647e-06,-2.7015203e-06,8.2236314e-05,0.00012288532,-0.039159287,4000,4000,0,0
16503000,16495000,1311004,1311004,-5.5090313e-06,-2.8970633e-06,-2.8169675e-06,4.1022264e-05,-3.451939e-05,-0.03918779,4000,4000,0,0
17003000,16995000,1311004,1311004,6.629425e-06,-9.43819e-06,-4.2924125e-06,-6.765135e-05,9.1693815e-05,-0.06921352,7000,7000,0,0
17500000,17492000,1311004,1311004,-1.6668474e-06,-7.591002e-06,-6.4271876e-07,-3.9549028e-05,-0.00023115677,-0.088050716,9000,9000,0,0
18003000,17995000,1311004,1311004,2.770593e-06,-4.930212e-07,1.133162e-06,5.6922516e-05,-2.8174687e-05,-0.03896293,4000,4000,0,0
18503000,18494000,1311004,1311004,-3.2827998e-06,-2.4724893e-06,-1.9775262e-06,-0.000235103,0.00013832291,-0.0687583,7000,7000,0,0
18996000,18988000,1311004,1311004,4.929652e-06,2.3414018e-06,2.0782934e-06,2.2769775e-05,7.352351e-05,-0.039148096,4000,4000,0,0
19503000,19495000,1311004,1311004,-3.0540118e-06,-2.881352e-06,-7.8318044e-07,-3.8556183e-05,-2.8956218e-05,-0.029349014,3000,3000,0,0
20008000,19995000,1311004,1311004,-3.5693547e-06,5.4016823e-06,-6.9514567e-06,0.000113344686,-3.5479125e-06,-0.048912868,5000,5000,0,0
20500000,20491000,1311004,1311004,6.283711e-06,6.3402686e-06,2.1831115e-06,-4.0822913e-05,2.7873606e-05,-0.059097003,6000,6000,0,0
21000000,21000000,1311004,1311004,-3.3600543e-06,-7.2393314e-06,1.3289506e-06,3.883399e-05,4.815495e-05,-0.04888625,5000,5000,0,0
21496000,21496000,1311004,1311004,-7.245347e-07,-7.4392083e-06,3.8893836e-06,-2.0257641e-05,-3.6745178e-06,-0.039115295,4000,4000,0,0
21995000,21995000,1311004,1311004,2.9635678e-06,-1.5312822e-05,9.192497e-07,-0.000100426645,-6.613962e-05,-0.029219659,3000,3000,0,0
22504000,22504000,1311004,1311004,-6.30442e-06,8.625073e-05,2.5621377e-05,9.2263836e-05,-4.008624e-05,-0.053464793,5000,5000,0,0
23000000,23000000,1311004,1311004,3.7057234e-05,1.7699691e-05,7.913255e-06,7.238445e-07,8.0417856e-05,-0.039394774,4000,4000,0,0
23500000,23500000,1311004,1311004,1.0343078e-05,-3.915455e-06,-5.4122966e-06,5.9288786e-06,-7.5782e-05,-0.038988344,4000,4000,0,0
24003000,24003000,1311004,1311004,-7.700318e-06,-1.1529913e-05,2.8112852e-06,2.0428753e-05,-1.2173216e-05,-0.03880493,4000,4000,0,0
24500000,24500000,1311004,1311004,-3.0100597e-05,6.3576335e-05,1.7960156e-05,-3.8158996e-05,-3.0790594e-05,-0.07772653,8000,8000,0,0
25003000,25003000,1311004,1311004,-1.8053668e-05,-2.8091808e-05,4.1958015e-06,7.983728e-05,-0.00015496183,-0.068177536,7000,7000,0,0
25504000,25504000,1311004,1311004,4.130147e-05,-9.309559e-06,2.773117e-06,-0.00013793475,-4.174294e-05,-0.044407237,5000,5000,0,0
25998000,25998000,1311004,1311004,-4.24638e-06,-1.6399392e-05,-1.3254904e-06,-2.2783805e-05,1.6135502e-05,-0.020455899,2000,2000,0,0
26504000,26504000,1311004,1311004,-3.0509063e-05,-2.119493e-05,-2.0189925e-06,-0.00015247446,-7.718407e-05,-0.08908923,9000,9000,0,0
27000000,27000000,1311004,1311004,4.1747631e-07,1.5060461e-05,-4.463525e-06,-0.000167703,2.37388e-05,-0.04899476,5000,5000,0,0
27500000,27500000,1311004,1311004,-3.2298085e-05,3.355698e-05,8.641539e-07,3.1274947e-05,-6.6655186e-05,-0.03924726,4000,4000,0,0
27999000,27999000,1311004,1311004,2.7110111e-06,-1.5228867e-05,8.663705e-06,4.862226e-05,5.567232e-05,-0.0392352,4000,4000,0,0
28500000,28500000,1311004,1311004,4.253852e-06,1.7033274e-06,4.633658e-07,4.2378455e-05,2.1627362e-05,-0.03879927,4000,4000,0,0
29000000,29000000,1311004,1311004,3.779443e-06,1.1884462e-05,-3.8927146e-07,-8.383602e-06,7.798367e-05,-0.03915848,4000,4000,0,0
29504000,29504000,1311004,1311004,2.048052e-05,-4.9290597e-05,-8.360347e-06,-6.899542e-05,-0.00013848406,-0.088144735,9000,9000,0,0
29993000,29993000,1311004,1311004,-1.7178281e-05,2.9479284e-06,-2.7647468e-07,5.2412295e-05,-9.071868e-05,-0.049091745,5000,5000,0,0
30501000,30501000,1311004,1311004,4.5602814e-05,2.8708446e-05,-1.041537e-06,-1.7104063e-05,3.252536e-05,-0.04880313,5000,5000,0,0
31000000,31000000,1311004,1311004,1.975096e-05,4.6165944e-05,6.03469e-06,-3.2995056e-05,-7.2406525e-05,-0.08797309,9000,9000,0,0
31500000,31500000,1311004,1311004,-2.3564213e-05,-9.921659e-06,1.3504232e-06,-0.00010093008,-7.0392336e-05,-0.03920912,4000,4000,0,0
32000000,32000000,1311004,1311004,-1.4229765e-05,-1.8280555e-06,3.2288845e-06,7.9477984e-05,-3.44936e-05,-0.039140772,4000,4000,0,0
32500000,32500000,1311004,1311004,8.055636e-06,-1.2186086e-06,2.084685e-06,-3.8951803e-05,0.00013911523,-0.039278205,4000,4000,0,0
33000000,33000000,1311004,1311004,1.0660011e-05,1.2132519e-05,1.7310375e-06,-1.6231845e-05,0.00013555857,-0.03923992,4000,4000,0,0
33503000,33503000,1311004,1311004,-1.4826109e-05,1.2299451e-05,3.4668035e-06,-5.409357e-05,-6.0394777e-05,-0.06880242,7000,7000,0,0
33994000,33994000,1311004,1311004,-3.191487e-06,2.0359974e-05,1.0219837e-06,-3.8155387e-05,4.253624e-05,-0.03928256,4000,4000,0,0
34499000,34499000,1311004,1311004,-8.386089e-06,7.4115997e-06,3.1798354e-06,7.16534e-05,7.371102e-05,-0.039221577,4000,4000,0,0
35000000,35000000,1311004,1311004,8.334523e-06,-1.4564196e-05,4.337972e-06,6.110274e-05,2.4875933e-05,-0.039178003,4000,4000,0,0
35503000,35503000,1311004,1311004,1.5509891e-05,-1.8190054e-05,-1.361014e-06,-0.00015878808,-0.0001014165,-0.039287776,4000,4000,0,0
36003000,36003000,1311004,1311004,-9.437361e-06,-7.800234e-06,-2.2008533e-06,-3.593594e-05,1.4574135e-05,-0.039019044,4000,4000,0,0
36500000,36500000,1311004,1311004,3.417304e-05,1.8811681e-05,-2.840667e-07,-2.8772316e-05,-9.381142e-05,-0.03941189,4000,4000,0,0
37008000,37008000,1311004,1311004,3.1133317e-05,-3.0764888e-06,2.0592342e-06,0.00013890924,-0.00019676954,-0.088738866,9000,9000,0,0
37500000,37500000,1311004,1311004,-1.0898835e-05,-6.243686e-06,2.437882e-06,0.000104787476,-1.88173e-05,-0.039028708,4000,4000,0,0
37994000,37994000,1311004,1311004,2.525069e-05,-6.5127774e-06,-3.602887e-06,0.00010958403,4.6729845e-05,-0.058842275,6000,6000,0,0
38500000,38500000,1311004,1311004,-2.518645e-05,-1.5577561e-05,-2.9823664e-06,7.247529e-06,-9.194113e-05,-0.039086748,4000,4000,0,0
38999000,38999000,1311004,1311004,4.8255974e-06,-1.3349947e-05,8.8554884e-07,0.00011691667,1.70234e-05,-0.03911419,4000,4000,0,0
39500000,39500000,1311004,1311004,-1.0766389e-05,1.1979513e-05,-6.535367e-06,0.00014167571,4.705078e-05,-0.039369002,4000,4000,0,0
40000000,40000000,1311004,1311004,-1.7678696e-05,-1.1966687e-05,-9.1704464e-08,3.261634e-05,-8.590966e-05,-0.039052658,4000,4000,0,0
40500000,40500000,1311004,1311004,1.8674986e-06,3.0745623e-06,-1.4689316e-06,-1.0748176e-05,0.00016845787,-0.039490808,4000,4000,0,0
41000000,41000000,1311004,1311004,6.361714e-06,-2.5170406e-05,-9.465624e-07,-7.505359e-06,1.7399057e-05,-0.039078902,4000,4000,0,0
41500000,41500000,1311004,1311004,3.9930756e-06,5.844827e-06,-5.1301895e-06,3.604407e-05,9.507642e-05,-0.03934628,4000,4000,0,0
42000000,42000000,1311004,1311004,-2.825161e-07,3.7762322e-05,6.178353e-07,3.7931328e-05,-1.0640546e-05,-0.03925673,4000,4000,0,0
42504000,42504000,1311004,1311004,-1.444131e-05,4.4815415e-08,3.6930278e-06,-7.2171024e-06,-0.00011846405,-0.04913721,5000,5000,0,0
43000000,43000000,1311004,1311004,2.5524298e-05,4.55014e-05,-7.4239806e-06,-3.3353885e-05,0.00010462132,-0.08868819,9000,9000,0,0
43505000,43505000,1311004,1311004,2.3067973e-05,4.2414526e-06,-2.1901021e-06,-0.00019147887,-0.00011245649,-0.088240415,9000,9000,0,0
44001000,44001000,1311004,1311004,-4.1045936e-05,-1.8637753e-05,2.7700914e-06,-1.0674144e-05,-0.00014973019,-0.048809975,5000,5000,0,0
44503000,44503000,1311004,1311004,-4.597024e-05,1.6747872e-06,2.6902003e-06,0.00015290605,0.00014916665,-0.078776516,8000,8000,0,0
45000000,45000000,1311004,1311004,2.1368747e-05,-2.2835206e-05,4.6015116e-06,6.284154e-05,-2.5495121e-06,-0.039304793,4000,4000,0,0
45503000,45503000,1311004,1311004,1.0406843e-05,6.7591834e-08,-7.0413e-06,-7.1218354e-05,-4.2228956e-05,-0.039156638,4000,4000,0,0
46000000,46000000,1311004,1311004,0.00047047454,4.086435e-05,0.00010727198,-6.673389e-05,3.138315e-05,-0.03164686,4000,4000,0,0
46500000,46500000,1311004,1311004,2.5514302e-05,1.0085822e-05,-0.0005181077,7.623739e-05,-0.00010528181,-0.040597223,4000,4000,0,0
47003000,47003000,1311004,1311004,7.1766203e-07,-2.6463515e-06,1.6004758e-05,0.0002142774,-0.00055492675,-0.03723362,4000,4000,0,0
47503000,47503000,1311004,1311004,3.756586e-07,-5.3944245e-06,9.94537e-06,6.105514e-05,-4.3824747e-07,-0.039375365,4000,4000,0,0
48000000,48000000,1311004,1311004,-2.1393e-06,3.5361863e-06,1.3147928e-05,3.5493416e-05,-0.00041744497,-0.07769472,8000,8000,0,0
48500000,48500000,1311004,1311004,-5.9464414e-06,-3.5765415e-06,9.796846e-07,-1.2760242e-05,-6.2108185e-05,-0.039182264,4000,4000,0,0
49001000,49001000,1311004,1311004,-9.188726e-06,-7.1988206e-06,1.6444268e-06,2.9836277e-05,5.815849e-05,-0.048855167,5000,5000,0,0
49503000,49503000,1311004,1311004,-1.811431e-06,-2.4991405e-06,1.884291e-06,-6.47958e-05,8.374706e-05,-0.0390112,4000,4000,0,0
49995000,49995000,1311004,1311004,2.6895007e-06,8.4600373e-07,-6.113006e-07,1.5687734e-05,-6.12988e-05,-0.029385993,3000,3000,0,0
50500000,50500000,1311004,1311004,6.750376e-06,-7.0017614e-07,4.2336214e-06,-8.735643e-05,1.846105e-05,-0.039183106,4000,4000,0,0
51003000,51003000,1311004,1311004,-1.1820839e-06,-7.953251e-06,-4.192328e-06,4.157945e-05,-0.000109890694,-0.068829216,7000,7000,0,0
51498000,51498000,1311004,1311004,1.1751694e-06,1.0019396e-06,-1.2747823e-06,2.2486971e-05,8.115753e-05,-0.029403565,3000,3000,0,0
